fixture_id,source_snapshot,source_path,content_kind,served_url,sha256,license_provenance,sensitive,used_by,copy_decision,destination_path
artsandculture_google_com_asset_fixture_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/artsandculture.google.com/asset/fixture.html,html,artsandculture.google.com/asset/fixture.html,43e21b831ce89ae59418d1fff9628865f6ad59dd63e0a36dc45788a0b3646a24,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),review:test-double-token,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/artsandculture.google.com/asset/fixture.html
artsandculture_google_com_asset_plain_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/artsandculture.google.com/asset/plain.html,html,artsandculture.google.com/asset/plain.html,4edaaac3a28fa8d4ce4ba771f2062ac82ef41bd8848df199193edffa7ae6123b,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),review:test-double-token,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/artsandculture.google.com/asset/plain.html
biblio_unibe_ch_web-apps_maps_zoomify_php_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/biblio.unibe.ch/web-apps/maps/zoomify.php.html,html,biblio.unibe.ch/web-apps/maps/zoomify.php.html,678a2f8ef13e6652291be598ab22869542bd6031ddbf954b875d598a1bdd669f,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/biblio.unibe.ch/web-apps/maps/zoomify.php.html
biblio_unibe_ch_zoomify_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/biblio.unibe.ch/zoomify/ImageProperties.xml,xml,biblio.unibe.ch/zoomify/ImageProperties.xml,8db06c7abea88605d4be80fc16b8cb4bf71caca948fedcf378968b4a5af795d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/biblio.unibe.ch/zoomify/ImageProperties.xml
bibliotheques-specialisees_paris_fr_in_imageReader_xhtml_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/bibliotheques-specialisees.paris.fr/in/imageReader.xhtml.html,html,bibliotheques-specialisees.paris.fr/in/imageReader.xhtml.html,2f0444eea97c0f3d317f53f65f2203ad61509ffb6503e709f884cb58c327d0e5,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/bibliotheques-specialisees.paris.fr/in/imageReader.xhtml.html
bspe-p-pub_paris_fr_MDBGED_zoomify-BFS_aspx_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/bspe-p-pub.paris.fr/MDBGED/zoomify-BFS.aspx.html,html,bspe-p-pub.paris.fr/MDBGED/zoomify-BFS.aspx.html,22d7ef7977789dbc53de6daa621c4fe0772581adc511f720160e592a485454a9,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/bspe-p-pub.paris.fr/MDBGED/zoomify-BFS.aspx.html
bspe-p-pub_paris_fr_zoomify_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/bspe-p-pub.paris.fr/zoomify/ImageProperties.xml,xml,bspe-p-pub.paris.fr/zoomify/ImageProperties.xml,8db06c7abea88605d4be80fc16b8cb4bf71caca948fedcf378968b4a5af795d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/bspe-p-pub.paris.fr/zoomify/ImageProperties.xml
collections_londonmuseum_net_iiif_3_object-95380_ptif_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/collections.londonmuseum.net/iiif/3/object-95380.ptif/info.json,json,collections.londonmuseum.net/iiif/3/object-95380.ptif/info.json,13a3c802b2a582470e3f731d0afd8991b5f71a65f5863d4297ce083ba5407649,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/collections.londonmuseum.net/iiif/3/object-95380.ptif/info.json
fixtures_test_iip_txt,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iip.txt,txt,fixtures.test/iip.txt,1baf403321c0c6e010093c0e4621b207390eaa01c6fba3837efb4455cf4b1480,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iip.txt
fixtures_test_londonmuseum-object_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/londonmuseum-object.html,html,fixtures.test/londonmuseum-object.html,edcc8e01a2f274f4f733df749304d92754c0738266121fd34ec646f967696d01,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/londonmuseum-object.html
fixtures_test_micrio-custom-element_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/micrio-custom-element.html,html,fixtures.test/micrio-custom-element.html,9ba9c2d237ee42a4ba7cc364448252fc32975e5739e53272333cdcb05ca8ab31,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/micrio-custom-element.html
fixtures_test_national-gallery_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/national-gallery.html,html,fixtures.test/national-gallery.html,9d35e9db18948913b1eb17d5769517805dd56b18ed537518e024d1f5647b2f68,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/national-gallery.html
fixtures_test_philamuseum-escaped-shortid_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/philamuseum-escaped-shortid.html,html,fixtures.test/philamuseum-escaped-shortid.html,afc62bee8623d97eed652d5dd959c129b63954036149d71bf9c35898e7048d73,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/philamuseum-escaped-shortid.html
fixtures_test_philamuseum-raw-shortid_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/philamuseum-raw-shortid.html,html,fixtures.test/philamuseum-raw-shortid.html,7eaeed4c489802ba0ac1c5c22c2bcad20bbb97a9d0fb102200971338b0ebfb3c,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/philamuseum-raw-shortid.html
fixtures_test_server_iip_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/server.iip.json,json,fixtures.test/server.iip.json,36db8b41b45cea01b67e1f71c41451de8e99e55bb7c42cf0040a92a91873badf,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/server.iip.json
fixtures_test_arcgis_MapServer_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/arcgis/MapServer.json,json,fixtures.test/arcgis/MapServer.json,76eddfaf3613513920d90017875ff2c4024ab5289fda61943472e937c1cd50e0,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/arcgis/MapServer.json
fixtures_test_arcgis_uncached_MapServer_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/arcgis/uncached/MapServer.json,json,fixtures.test/arcgis/uncached/MapServer.json,cba79f3b84bbc5db75df3d77fbfcef48128d74b6ac62cce71aecf984276ea6d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/arcgis/uncached/MapServer.json
fixtures_test_arts_encrypted-tile_b64,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/arts/encrypted-tile.b64,b64,fixtures.test/arts/encrypted-tile.b64,d316a5a61cc50ea1cb213639ccc81cad8e76f5c95758ae33f629cd859191bd30,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),review:test-double-token,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/arts/encrypted-tile.b64
fixtures_test_automatic_child_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/automatic/child.html,html,fixtures.test/automatic/child.html,c1dc265457c27bd46b119ff2fa51ad44862d68cbfec2b592e021f44824fb0af6,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/automatic/child.html
fixtures_test_automatic_cycle-a_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/automatic/cycle-a.html,html,fixtures.test/automatic/cycle-a.html,d724bf123989ca3eb66152278991276b8e1029fbed14648fca618ba9ccdc07e0,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/automatic/cycle-a.html
fixtures_test_automatic_cycle-b_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/automatic/cycle-b.html,html,fixtures.test/automatic/cycle-b.html,f01d1413eb9018003c7574e40d805d6cc960742cc477e1ada170d8c33a862ca4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/automatic/cycle-b.html
fixtures_test_automatic_precedence_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/automatic/precedence.html,html,fixtures.test/automatic/precedence.html,fee41012c3cf948fa0445c19e96af90bad9a95d86475c96dc9c07475ede887d7,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/automatic/precedence.html
fixtures_test_automatic_repeated-parent_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/automatic/repeated-parent.html,html,fixtures.test/automatic/repeated-parent.html,7fdabf6daa22d505cf9a490573ce2ba1e8928bc4475ca4780d7b956091a4b0b7,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/automatic/repeated-parent.html
fixtures_test_deepzoom_dzi-link_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/dzi-link.html,html,fixtures.test/deepzoom/dzi-link.html,bc70fcf5baed099e66ba5bb7862ac3c0e4cb476c282209e4ae8d8ce45e8fca73,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/dzi-link.html
fixtures_test_deepzoom_dzi-query_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/dzi-query.html,html,fixtures.test/deepzoom/dzi-query.html,a89f75b6580fae8357116ceca28da54e975fd1bb8043f7c814bd8e507cbb3291,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/dzi-query.html
fixtures_test_deepzoom_iframe-child_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/iframe-child.html,html,fixtures.test/deepzoom/iframe-child.html,bc70fcf5baed099e66ba5bb7862ac3c0e4cb476c282209e4ae8d8ce45e8fca73,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/iframe-child.html
fixtures_test_deepzoom_iframe-parent_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/iframe-parent.html,html,fixtures.test/deepzoom/iframe-parent.html,fe8420b8fe6795ce1f88f4939a0bf59c9d24930cf35ba02fadca6eab232afa37,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/iframe-parent.html
fixtures_test_deepzoom_jpeg_dzi,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/jpeg.dzi,dzi,fixtures.test/deepzoom/jpeg.dzi,caebea12715437b1e0934c41fe3452e409b76ab2bb21d5ff1478513f56ee1944,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/jpeg.dzi
fixtures_test_deepzoom_legacy-embed_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/legacy-embed.html,html,fixtures.test/deepzoom/legacy-embed.html,20bd90ddd36585937fd6e014c3345509d07d280dfc63c763ef8050629689829e,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/legacy-embed.html
fixtures_test_deepzoom_legacy_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/legacy.xml,xml,fixtures.test/deepzoom/legacy.xml,af3554d990f73332f187c1eaf57b0d23f4c63022470c492da622ec9510ad2ee1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/legacy.xml
fixtures_test_deepzoom_overlap_dzi,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/overlap.dzi,dzi,fixtures.test/deepzoom/overlap.dzi,ebd1f0bfd6724b394fe64fa3614a0298e04ca8c7929002a8b697e76c39493161,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/overlap.dzi
fixtures_test_deepzoom_png_dzi,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/png.dzi,dzi,fixtures.test/deepzoom/png.dzi,d030e898f54d5c2d294a8a67dd51b3feaad29fbebdb64c08182f51e3017b538f,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/png.dzi
fixtures_test_deepzoom_sample_dzi,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/sample.dzi,dzi,fixtures.test/deepzoom/sample.dzi,af3554d990f73332f187c1eaf57b0d23f4c63022470c492da622ec9510ad2ee1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/sample.dzi
fixtures_test_deepzoom_wdl-12-34_dzi,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/wdl-12-34.dzi,dzi,fixtures.test/deepzoom/wdl-12-34.dzi,af3554d990f73332f187c1eaf57b0d23f4c63022470c492da622ec9510ad2ee1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/wdl-12-34.dzi
fixtures_test_deepzoom_xml-link_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/xml-link.html,html,fixtures.test/deepzoom/xml-link.html,3a8e4e464299030bba32f25f3b935f13a8d5b9f5fec1c693e8743fbd3fcb1f1f,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/xml-link.html
fixtures_test_deepzoom_zoomhub_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/zoomhub.html,html,fixtures.test/deepzoom/zoomhub.html,2ebd815900167fc64b5b3560174b9959c0e811aca639f1cafda7298aaba4f2f5,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/zoomhub.html
fixtures_test_deepzoom_zoomit_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/deepzoom/zoomit.html,html,fixtures.test/deepzoom/zoomit.html,7c69fac14b4fbd2021995f63d834c7159e72d991279258252f07a96e9ab0ef62,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/deepzoom/zoomit.html
fixtures_test_digital_api_singleitem_collection_OKMaps_id_6483_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/digital/api/singleitem/collection/OKMaps/id/6483.json,json,fixtures.test/digital/api/singleitem/collection/OKMaps/id/6483.json,ac620e23a122e7acc8cd4fa8eb6ac968758b4257f86e5b38cf79c897289a9e83,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/digital/api/singleitem/collection/OKMaps/id/6483.json
fixtures_test_digital_iiif_OKMaps_6483_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/digital/iiif/OKMaps/6483/info.json,json,fixtures.test/digital/iiif/OKMaps/6483/info.json,f2e7fdc8a540a893fe69f1ee467d21106ad53b13f8d0c7d15ad95f53fb2a156a,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/digital/iiif/OKMaps/6483/info.json
fixtures_test_entity_OBJECT_1_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/entity/OBJECT/1.html,html,fixtures.test/entity/OBJECT/1.html,ece641401fa83f5e9e9c30e4e225019ca2fbcf5afb23905cb25226b378d53eaa,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/entity/OBJECT/1.html
fixtures_test_fsi_server_txt,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/fsi/server.txt,txt,fixtures.test/fsi/server.txt,206ccb6989b5ce73434b5925d8b69cde28bbb2f7ddcaa85359a7dce2802190c8,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/fsi/server.txt
fixtures_test_hungaricana_files-url_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/hungaricana/files-url.html,html,fixtures.test/hungaricana/files-url.html,f3fdb66c49a05aa298c899bb80ee13c7fc1e4b96c5686f202f685ee05c778460,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/hungaricana/files-url.html
fixtures_test_hungaricana_files_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/hungaricana/files.json,json,fixtures.test/hungaricana/files.json,9d3dcff3fa64f8df8f6996884ac733640af2a95bdf21c18616395019f26eb713,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/hungaricana/files.json
fixtures_test_hungaricana_imagepath_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/hungaricana/imagepath.html,html,fixtures.test/hungaricana/imagepath.html,073d6622564354bea266422e29a048be7e9a1ec4545452040d780d32e2c8bfbb,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/hungaricana/imagepath.html
fixtures_test_hungaricana_inline-files_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/hungaricana/inline-files.html,html,fixtures.test/hungaricana/inline-files.html,bf627a7416ae97f11159c29855de2c493f4ef3e01c468683afbd849bfb834d9c,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/hungaricana/inline-files.html
fixtures_test_hungaricana_inline-images_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/hungaricana/inline-images.html,html,fixtures.test/hungaricana/inline-images.html,77f0487927dce512e4f42f5c54503a999f808ac2ddcb8f3c8011bf613c89bf6b,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/hungaricana/inline-images.html
fixtures_test_hungaricana_imagesize_sample_ecw_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/hungaricana/imagesize/sample.ecw.json,json,fixtures.test/hungaricana/imagesize/sample.ecw.json,9d9f567c8e3714bb13abd5d55b66d86cc01b582a68fa7ad775bd6130fa52e1a6,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/hungaricana/imagesize/sample.ecw.json
